id,year,age,sex,educ,hrs1,happy,childs
1650,2024,22,1,12,40,2,0
1651,2024,57,2,12,40,2,2
1652,2024,45,1,12,25,3,2
1653,2024,80,2,11,,2,0
1654,2024,69,1,12,,2,2
1655,2024,52,2,18,40,2,0
1656,2024,30,2,16,40,2,2
1657,2024,51,1,13,,2,0
1658,2024,86,2,12,,1,7
1659,2024,64,1,12,,2,0
1660,2024,29,1,12,40,2,0
1661,2024,48,2,14,36,2,1
1662,2024,45,1,10,60,2,6
1663,2024,46,1,12,45,2,3
1664,2024,77,1,12,,2,3
1665,2024,70,1,13,,2,4
1666,2024,40,2,14,,1,5
1667,2024,60,1,12,,2,0
1668,2024,37,2,20,40,2,0
1669,2024,55,1,18,48,1,1
1670,2024,27,1,12,40,1,1
1671,2024,57,1,18,,3,5
1672,2024,80,2,20,,2,3
1673,2024,56,1,16,,1,2
1674,2024,53,2,13,,1,4
1675,2024,42,2,18,10,1,2
1676,2024,40,2,15,10,2,2
1677,2024,28,1,12,60,3,0
1678,2024,50,1,14,40,2,1
1679,2024,63,1,13,,3,2
1680,2024,79,2,12,,3,2
1681,2024,40,1,14,22,3,3
1682,2024,48,1,12,40,1,2
1683,2024,71,1,13,,2,4
1684,2024,43,2,12,,3,1
1685,2024,45,2,13,,2,1
1686,2024,74,1,16,,2,2
1687,2024,39,1,13,80,1,3
1688,2024,86,2,8,,1,3
1689,2024,33,1,13,40,3,0
1690,2024,60,2,16,25,2,5
1691,2024,51,1,12,,2,2
1692,2024,69,1,12,,3,2
1693,2024,55,2,17,43,3,1
1694,2024,60,2,12,46,2,2
1695,2024,30,2,17,50,2,0
1696,2024,36,1,20,40,2,0
1697,2024,77,1,16,40,1,2
1698,2024,72,2,17,,2,2
1699,2024,65,2,16,,2,0
1700,2024,57,1,12,60,2,2
1701,2024,49,1,18,50,1,3
1702,2024,59,1,12,,2,5
1703,2024,26,1,16,25,1,0
1704,2024,69,1,20,24,1,2
1705,2024,54,2,18,,2,3
1706,2024,,1,17,,2,
1707,2024,51,1,20,50,2,3
1708,2024,62,2,14,,2,3
1709,2024,23,2,15,,3,0
1710,2024,33,1,17,40,2,0
1711,2024,42,1,10,40,1,3
1712,2024,43,2,10,,3,3
1713,2024,56,1,12,40,2,4
1714,2024,42,2,3,,,3
1715,2024,37,2,12,,1,4
1716,2024,64,2,12,,3,2
1717,2024,33,2,15,20,1,5
1718,2024,70,1,12,,2,1
1719,2024,71,2,12,,2,0
1720,2024,31,1,12,36,3,0
1721,2024,47,1,14,40,3,0
1722,2024,73,1,12,,1,1
1723,2024,51,2,14,40,1,2
1724,2024,48,2,16,40,2,
1725,2024,40,1,11,,2,0
1726,2024,83,2,20,,3,2
1727,2024,,1,,40,1,2
1728,2024,83,2,12,,2,3
1729,2024,60,2,12,35,2,2
1730,2024,26,2,16,40,2,0
1731,2024,36,2,13,,2,5
1732,2024,62,2,20,40,2,1
1733,2024,71,2,15,,3,3
1734,2024,68,2,13,,2,3
1735,2024,76,2,12,,2,2
1736,2024,41,1,14,40,1,0
1737,2024,77,2,16,,2,1
1738,2024,27,2,16,40,1,0
1739,2024,42,2,16,4,2,3
1740,2024,43,2,14,40,2,1
1741,2024,70,2,15,,2,3
1742,2024,75,1,14,,2,4
1743,2024,74,1,16,,2,4
1744,2024,57,2,12,70,2,3
1745,2024,72,2,16,,2,2
1746,2024,42,2,18,40,2,2
1747,2024,44,1,16,25,2,1
1748,2024,39,2,18,40,2,2
1749,2024,34,1,17,50,2,0
1750,2024,69,1,16,,2,2
1751,2024,54,1,18,40,1,3
1752,2024,39,2,17,30,2,1
1753,2024,47,1,12,40,2,1
1754,2024,22,2,12,,3,1
1755,2024,34,2,15,,1,2
1756,2024,19,2,12,40,2,0
1757,2024,60,2,14,,2,4
1758,2024,21,1,12,60,2,0
1759,2024,26,2,12,40,1,2
1760,2024,34,2,11,30,2,2
1761,2024,42,2,17,,1,0
1762,2024,60,1,16,40,1,2
1763,2024,23,2,12,32,3,1
1764,2024,41,2,18,32,2,2
1765,2024,48,1,13,65,2,1
1766,2024,27,1,12,50,2,1
1767,2024,64,2,15,,2,1
1768,2024,43,2,8,9,3,0
1769,2024,62,2,12,25,1,2
1770,2024,65,2,12,,2,4
1771,2024,30,2,12,42,2,2
1772,2024,73,1,9,,2,3
1773,2024,42,1,12,45,2,4
1774,2024,43,2,13,,1,1
1775,2024,64,1,16,,3,2
1776,2024,26,1,13,,2,0
1777,2024,34,2,12,,2,2
1778,2024,37,1,16,60,3,2
1779,2024,56,2,12,,2,1
1780,2024,66,2,12,,2,0
1781,2024,57,2,15,40,2,0
1782,2024,67,2,11,25,2,2
1783,2024,50,2,12,38,2,1
1784,2024,33,1,15,59,2,0
1785,2024,55,1,14,40,1,0
1786,2024,73,1,19,,1,2
1787,2024,20,1,14,32,3,0
1788,2024,46,2,14,70,2,3
1789,2024,89,1,10,,2,2
1790,2024,53,2,12,,2,4
1791,2024,49,1,14,55,3,0
1792,2024,44,2,16,40,2,2
1793,2024,37,2,12,,1,3
1794,2024,79,2,12,,1,2
1795,2024,76,2,13,,2,3
1796,2024,66,1,12,,2,3
1797,2024,31,1,14,,3,0
1798,2024,73,1,12,,2,0
1799,2024,68,1,14,,2,2
1800,2024,88,1,12,,1,1
1801,2024,28,1,12,65,2,4
1802,2024,70,1,14,,2,0
1803,2024,25,2,16,40,2,1
1804,2024,37,2,17,60,2,0
1805,2024,42,2,16,26,2,3
1806,2024,41,2,14,,1,2
1807,2024,67,2,15,58,2,0
1808,2024,24,,,6,3,
1809,2024,30,2,12,50,2,3
1810,2024,39,1,12,24,3,1
1811,2024,24,2,12,33,2,2
1812,2024,58,2,13,21,2,2
1813,2024,42,2,16,60,2,2
1814,2024,74,2,12,,3,2
1815,2024,40,1,14,50,2,6
1816,2024,55,1,12,40,3,3
1817,2024,25,1,14,40,3,0
1818,2024,72,2,16,,3,1
1819,2024,77,1,12,,2,2
1820,2024,19,1,14,40,3,
1821,2024,29,2,18,30,2,1
1822,2024,45,1,16,40,1,3
1823,2024,50,2,12,,2,3
1824,2024,58,2,8,40,3,4
1825,2024,26,2,12,37,2,1
1826,2024,49,2,11,,3,6
1827,2024,38,1,15,40,3,4
1828,2024,24,2,11,48,2,1
1829,2024,66,2,13,,3,3
1830,2024,62,2,10,,2,2
1831,2024,22,2,14,25,2,0
1832,2024,49,2,10,,3,6
1833,2024,77,1,18,40,2,2
1834,2024,39,1,18,40,1,3
1835,2024,53,2,10,40,2,3
1836,2024,50,2,12,40,3,3
1837,2024,71,2,14,,2,3
1838,2024,44,2,15,50,3,1
1839,2024,,1,16,,1,2
1840,2024,57,2,16,40,3,2
1841,2024,,1,16,72,1,1
1842,2024,48,2,16,40,2,4
1843,2024,79,,0,,1,
1844,2024,,2,17,,1,3
1845,2024,61,2,16,30,2,3
1846,2024,57,1,14,70,2,5
1847,2024,85,2,16,,1,2
1848,2024,68,2,17,,2,2
1849,2024,51,2,13,,3,1
1850,2024,87,2,14,3,1,3
1851,2024,28,1,15,40,2,1
1852,2024,32,1,18,40,2,2
1853,2024,73,2,17,,2,1
1854,2024,68,1,20,50,3,0
1855,2024,62,2,16,,1,0
1856,2024,72,2,17,,2,3
1857,2024,68,2,16,15,1,0
1858,2024,54,2,16,55,2,0
1859,2024,87,1,19,,3,3
1860,2024,77,2,12,,2,2
1861,2024,27,2,13,50,2,0
1862,2024,23,,15,,1,1
1863,2024,25,1,14,40,1,0
1864,2024,45,2,17,34,2,2
1865,2024,19,1,12,40,2,0
1866,2024,53,1,16,40,2,2
1867,2024,67,2,14,,1,4
1868,2024,20,1,12,,3,0
1869,2024,44,1,13,,3,3
1870,2024,83,1,13,,1,2
1871,2024,76,1,17,24,2,1
1872,2024,80,2,12,,2,3
1873,2024,75,1,18,,1,3
1874,2024,32,,6,45,2,4
1875,2024,26,1,15,48,1,0
1876,2024,68,2,13,,2,3
1877,2024,38,2,12,,1,2
1878,2024,60,2,14,,1,5
1879,2024,40,1,14,55,2,4
1880,2024,71,1,12,10,2,3
1881,2024,61,2,12,,1,1
1882,2024,39,2,12,45,2,4
1883,2024,25,2,17,45,2,0
1884,2024,37,1,16,43,3,0
1885,2024,34,2,16,40,2,1
1886,2024,45,1,17,40,2,3
1887,2024,61,2,11,,2,2
1888,2024,70,1,13,20,2,0
1889,2024,23,1,12,40,1,0
1890,2024,64,1,18,40,2,2
1891,2024,64,2,12,,2,2
1892,2024,59,2,16,42,2,2
1893,2024,46,1,12,46,3,0
1894,2024,25,2,13,,3,2
1895,2024,38,2,11,,2,4
1896,2024,43,1,10,45,2,5
1897,2024,53,1,16,40,2,0
1898,2024,27,2,18,44,2,0
1899,2024,24,2,16,40,2,0
1900,2024,64,2,14,41,2,3
1901,2024,28,2,18,50,1,0
1902,2024,23,1,18,,2,0
1903,2024,22,2,16,36,2,0
1904,2024,21,2,16,,3,0
1905,2024,37,1,17,,2,0
1906,2024,47,2,15,,3,4
1907,2024,,2,16,,3,0
1908,2024,26,2,16,40,2,0
1909,2024,36,2,20,40,2,0
1910,2024,24,2,16,,2,0
1911,2024,34,2,7,10,2,0
1912,2024,28,1,15,35,3,0
1913,2024,80,2,12,,2,2
1914,2024,66,1,12,,3,4
1915,2024,61,1,14,,2,0
1916,2024,55,1,14,48,2,0
1917,2024,41,2,16,50,2,2
1918,2024,39,2,6,40,2,2
1919,2024,74,1,12,,2,2
1920,2024,34,1,9,40,2,3
1921,2024,74,1,12,,2,2
1922,2024,69,2,16,,2,3
1923,2024,26,1,12,,1,1
1924,2024,75,2,12,,2,3
1925,2024,76,1,19,,2,2
1926,2024,23,1,16,45,3,0
1927,2024,69,2,12,,2,4
1928,2024,74,1,15,,2,2
1929,2024,34,1,20,40,2,1
1930,2024,18,1,12,28,2,0
1931,2024,69,1,20,,2,2
1932,2024,36,2,12,64,2,0
1933,2024,41,2,14,40,2,1
1934,2024,41,2,20,,2,2
1935,2024,39,2,12,40,2,2
1936,2024,49,2,14,40,2,2
1937,2024,71,2,18,,1,2
1938,2024,52,2,14,40,2,3
1939,2024,43,2,16,40,2,2
1940,2024,69,2,16,,1,3
1941,2024,35,1,12,45,2,0
1942,2024,57,2,10,,2,2
1943,2024,72,2,12,,2,4
1944,2024,31,2,16,40,2,0
1945,2024,,2,12,34,3,0
1946,2024,52,1,17,,3,4
1947,2024,70,2,12,,1,2
1948,2024,47,2,12,58,2,1
1949,2024,65,1,13,10,2,1
1950,2024,85,1,19,40,1,2
1951,2024,65,1,18,,3,3
1952,2024,47,1,12,40,1,4
1953,2024,27,2,17,36,2,0
1954,2024,33,2,12,,1,1
1955,2024,42,2,16,40,2,2
1956,2024,64,2,12,,2,0
1957,2024,58,1,12,,2,3
1958,2024,53,2,12,35,3,2
1959,2024,66,2,16,,2,2
1960,2024,63,2,15,,2,2
1961,2024,48,2,13,44,2,2
1962,2024,89,1,19,,2,4
1963,2024,78,1,16,,2,4
1964,2024,41,2,16,,2,2
1965,2024,42,2,18,38,2,0
1966,2024,29,1,18,48,2,0
1967,2024,65,2,16,,2,0
1968,2024,67,2,14,,2,1
1969,2024,62,2,19,,1,0
1970,2024,46,1,14,40,2,0
1971,2024,52,2,17,,3,1
1972,2024,75,2,14,,1,2
1973,2024,76,2,10,,2,5
1974,2024,38,1,12,,2,3
1975,2024,72,1,12,,1,1
1976,2024,64,2,17,40,1,2
1977,2024,77,1,20,,2,3
1978,2024,61,2,17,45,2,3
1979,2024,38,1,16,40,2,0
1980,2024,52,2,16,40,2,1
1981,2024,64,2,16,40,2,1
1982,2024,42,2,12,21,2,2
1983,2024,31,1,19,40,1,0
1984,2024,54,1,13,60,3,2
1985,2024,41,2,17,38,2,0
1986,2024,29,1,20,,2,3
1987,2024,48,1,12,,2,0
1988,2024,35,2,12,40,2,4
1989,2024,85,2,16,,2,5
1990,2024,62,2,12,,3,3
1991,2024,52,2,13,40,2,1
1992,2024,64,1,13,35,2,2
1993,2024,62,1,12,,2,1
1994,2024,30,1,11,,2,3
1995,2024,89,2,18,,2,4
1996,2024,55,2,15,25,2,2
1997,2024,67,2,12,,3,0
1998,2024,32,2,18,55,2,0
1999,2024,60,2,14,,3,6
2000,2024,43,1,16,40,2,2
2001,2024,66,2,12,,2,3
2002,2024,62,1,16,40,2,4
2003,2024,46,1,12,67,,3
2004,2024,71,2,0,,3,0
2005,2024,35,1,9,70,2,2
2006,2024,20,1,14,,2,0
2007,2024,89,2,8,,2,5
2008,2024,63,1,14,,2,0
2009,2024,80,1,14,,2,2
2010,2024,61,2,18,45,2,2
2011,2024,31,2,16,50,2,2
2012,2024,26,1,18,,3,0
2013,2024,72,2,18,,2,0
2014,2024,34,1,16,45,1,2
2015,2024,57,2,18,30,2,2
2016,2024,66,1,12,45,2,1
2017,2024,35,2,17,40,2,0
2018,2024,61,2,14,50,2,2
2019,2024,49,2,14,40,2,0
2020,2024,65,1,17,40,2,1
2021,2024,30,1,20,60,2,0
2022,2024,37,1,18,40,3,0
2023,2024,66,1,12,,3,0
2024,2024,33,2,16,45,2,1
2025,2024,47,1,12,45,1,4
2026,2024,67,2,18,,1,0
2027,2024,24,2,12,40,2,1
2028,2024,66,2,12,,2,3
2029,2024,69,1,14,,1,3
2030,2024,69,2,12,,1,6
2031,2024,63,2,20,,1,1
2032,2024,18,1,12,0,2,0
2033,2024,28,2,12,40,2,3
2034,2024,82,1,14,,1,3
2035,2024,43,1,15,44,2,3
2036,2024,46,1,13,3,2,6
2037,2024,19,2,13,,3,0
2038,2024,74,2,12,,2,2
2039,2024,84,1,16,,1,2
2040,2024,63,2,12,,3,2
2041,2024,31,2,0,31,2,2
2042,2024,30,2,12,,2,1
2043,2024,34,1,12,36,1,1
2044,2024,25,1,12,,2,0
2045,2024,29,1,12,,2,2
2046,2024,57,2,11,40,2,2
2047,2024,29,1,12,,3,0
2048,2024,34,1,12,28,3,2
2049,2024,39,2,12,,2,2
2050,2024,40,2,14,,2,1
2051,2024,58,2,12,,3,1
2052,2024,73,2,13,,1,2
2053,2024,54,2,12,18,3,4
2054,2024,55,2,16,20,1,4
2055,2024,32,1,12,50,3,2
2056,2024,76,1,17,,3,0
2057,2024,19,1,12,40,2,0
2058,2024,49,2,11,40,2,3
2059,2024,40,2,9,,3,2
2060,2024,78,1,18,,2,4
2061,2024,46,1,17,35,1,1
2062,2024,28,1,16,40,2,0
2063,2024,41,2,15,30,2,3
2064,2024,45,2,10,25,,1
2065,2024,31,2,19,50,1,0
2066,2024,67,2,8,,2,2
2067,2024,58,2,14,32,2,8
2068,2024,67,2,16,,2,0
2069,2024,45,2,15,,1,1
2070,2024,38,2,8,,3,5
2071,2024,89,1,16,,2,2
2072,2024,34,1,18,40,2,0
2073,2024,52,2,16,41,2,2
2074,2024,69,1,12,,2,0
2075,2024,42,1,16,0,1,2
2076,2024,53,2,20,45,2,2
2077,2024,43,1,12,40,2,2
2078,2024,63,2,12,,2,1
2079,2024,63,1,19,,2,0
2080,2024,68,1,18,16,2,2
2081,2024,74,1,16,,1,2
2082,2024,48,1,13,40,1,4
2083,2024,63,1,12,,,0
2084,2024,61,1,16,41,2,2
2085,2024,56,1,13,,,3
2086,2024,19,1,12,40,2,0
2087,2024,57,1,12,56,2,2
2088,2024,57,2,12,40,2,0
2089,2024,80,2,12,,2,2
2090,2024,27,2,18,40,1,0
2091,2024,46,2,20,8,2,1
2092,2024,67,2,17,10,2,2
2093,2024,70,1,16,,3,2
2094,2024,78,2,19,2,2,1
2095,2024,77,1,20,,1,2
2096,2024,77,2,14,,1,0
2097,2024,56,2,19,,2,2
2098,2024,62,2,19,,1,2
2099,2024,48,2,12,40,2,6
2100,2024,70,2,14,,2,2
2101,2024,54,2,16,40,3,3
2102,2024,77,1,16,,2,2
2103,2024,89,1,16,,2,2
2104,2024,64,1,19,32,3,0
2105,2024,53,1,12,40,2,2
2106,2024,73,2,12,,2,2
2107,2024,70,2,20,,2,2
2108,2024,79,2,14,,2,2
2109,2024,43,1,18,40,1,0
2110,2024,57,2,12,,1,2
2111,2024,67,2,17,10,3,2
2112,2024,89,2,14,,3,4
2113,2024,35,1,11,,3,2
2114,2024,60,2,6,35,2,4
2115,2024,33,1,14,40,2,0
2116,2024,62,2,14,,2,1
2117,2024,76,1,14,,2,1
2118,2024,51,2,14,30,2,2
2119,2024,78,2,13,,3,4
2120,2024,37,1,13,72,2,2
2121,2024,27,2,12,,1,1
2122,2024,34,2,8,,1,4
2123,2024,71,2,12,,2,2
2124,2024,62,2,12,,2,0
2125,2024,23,2,14,37,2,0
2126,2024,34,1,12,51,2,1
2127,2024,44,2,,80,3,0
2128,2024,60,2,15,,2,0
2129,2024,25,1,12,40,3,0
2130,2024,75,2,17,40,2,0
2131,2024,51,1,11,47,2,2
2132,2024,58,2,12,30,1,2
2133,2024,30,2,14,45,3,0
2134,2024,59,2,14,,3,1
2135,2024,65,2,15,,3,1
2136,2024,61,1,0,40,3,0
2137,2024,68,1,17,15,2,3
2138,2024,64,1,14,40,3,0
2139,2024,42,2,12,,2,5
2140,2024,,1,15,45,2,1
2141,2024,26,1,15,30,3,0
2142,2024,,1,15,40,3,
2143,2024,27,1,15,,1,1
2144,2024,60,2,13,40,2,2
2145,2024,25,2,17,8,2,0
2146,2024,32,1,15,50,2,1
2147,2024,48,2,12,40,,4
2148,2024,85,2,12,,2,2
2149,2024,45,1,14,40,2,1
2150,2024,,1,20,,2,1
2151,2024,64,1,17,,1,0
2152,2024,73,1,12,,2,0
2153,2024,69,2,16,40,2,0
2154,2024,,1,12,,2,0
2155,2024,68,1,17,30,2,2
2156,2024,65,1,14,40,2,2
2157,2024,58,1,14,40,2,3
2158,2024,,1,20,,3,0
2159,2024,73,1,16,,2,2
2160,2024,63,1,13,56,2,2
2161,2024,,2,,40,2,2
2162,2024,30,2,16,48,3,0
2163,2024,21,2,15,,2,0
2164,2024,37,1,16,,2,0
2165,2024,21,1,15,,2,0
2166,2024,63,1,20,,1,3
2167,2024,23,2,13,,3,0
2168,2024,,2,12,,2,0
2169,2024,24,2,14,,3,0
2170,2024,24,2,14,20,3,0
2171,2024,28,1,15,46,1,0
2172,2024,19,2,12,,2,0
2173,2024,46,1,13,60,1,4
2174,2024,54,2,18,40,1,2
2175,2024,52,2,12,15,2,5
2176,2024,72,2,13,,2,0
2177,2024,64,2,16,,2,0
2178,2024,63,1,16,12,2,0
2179,2024,31,2,14,45,2,1
2180,2024,51,2,18,40,2,2
2181,2024,47,1,17,,2,1
2182,2024,24,2,12,43,1,2
2183,2024,80,2,12,,2,4
2184,2024,71,2,12,,3,3
2185,2024,71,2,15,32,3,2
2186,2024,36,1,12,40,2,0
2187,2024,41,1,11,44,3,1
2188,2024,29,2,12,25,2,3
2189,2024,32,2,18,44,2,1
2190,2024,70,2,18,35,2,3
2191,2024,76,2,12,,3,1
2192,2024,76,2,10,25,2,5
2193,2024,47,1,9,,3,1
2194,2024,85,1,13,,2,2
2195,2024,24,1,11,,,
2196,2024,18,2,12,,3,0
2197,2024,39,2,16,,3,3
2198,2024,65,2,13,37,1,2
2199,2024,65,2,13,,1,3
2200,2024,50,2,12,,2,2
2201,2024,86,2,12,,2,5
2202,2024,42,1,20,55,3,1
2203,2024,67,2,12,,3,1
2204,2024,22,2,14,40,2,0
2205,2024,62,1,14,30,2,2
2206,2024,25,1,17,40,1,0
2207,2024,37,2,12,,1,2
2208,2024,89,1,12,,3,4
2209,2024,35,2,18,,2,2
2210,2024,77,2,20,,1,1
2211,2024,68,1,18,,2,1
2212,2024,,2,13,45,1,2
2213,2024,64,1,14,40,1,2
2214,2024,56,1,16,8,2,3
2215,2024,31,1,14,40,1,3
2216,2024,38,1,12,,3,0
2217,2024,53,2,12,,2,7
2218,2024,30,1,12,,3,0
2219,2024,72,2,16,,1,2
2220,2024,38,2,16,,3,2
2221,2024,29,2,18,42,3,0
2222,2024,36,2,18,,3,5
2223,2024,39,2,16,,1,2
2224,2024,59,2,12,,1,3
2225,2024,68,1,10,,3,3
2226,2024,38,2,10,20,2,1
2227,2024,55,2,13,,2,4
2228,2024,39,2,12,,2,4
2229,2024,60,1,13,,3,2
2230,2024,43,1,9,30,3,0
2231,2024,34,2,16,40,1,6
2232,2024,26,1,12,48,3,0
2233,2024,66,2,12,,3,2
2234,2024,65,2,12,,2,2
2235,2024,42,2,15,,3,4
2236,2024,53,1,9,3,1,2
2237,2024,24,2,13,,2,1
2238,2024,38,2,12,32,2,3
2239,2024,19,2,12,,2,0
2240,2024,69,2,16,,2,3
2241,2024,56,1,14,,2,2
2242,2024,27,2,12,10,2,3
2243,2024,21,1,12,20,2,0
2244,2024,79,1,11,,1,2
2245,2024,,2,14,,2,2
2246,2024,66,1,16,50,1,4
2247,2024,36,1,12,45,2,0
2248,2024,39,1,12,42,2,2
2249,2024,,2,12,,1,4
2250,2024,77,1,16,,3,2
2251,2024,67,1,16,,3,4
2252,2024,57,2,14,46,2,2
2253,2024,74,1,14,,2,1
2254,2024,60,2,12,40,3,3
2255,2024,34,1,14,40,1,2
2256,2024,68,2,18,40,2,2
2257,2024,45,1,14,60,1,0
2258,2024,28,2,12,38,1,3
2259,2024,53,1,16,40,1,2
2260,2024,82,1,12,,2,2
2261,2024,26,1,12,42,2,1
2262,2024,69,2,16,,1,4
2263,2024,26,1,12,52,3,2
2264,2024,65,1,12,,2,3
2265,2024,35,2,16,38,2,3
2266,2024,48,2,18,,2,0
2267,2024,28,2,12,40,2,1
2268,2024,50,2,17,,1,3
2269,2024,43,2,13,24,2,1
2270,2024,44,1,12,50,2,3
2271,2024,29,2,14,,2,2
2272,2024,50,2,13,27,1,2
2273,2024,48,2,17,,2,3
2274,2024,23,1,13,25,2,0
2275,2024,32,1,14,42,2,1
2276,2024,25,1,16,40,3,0
2277,2024,48,2,14,40,2,8
2278,2024,31,2,12,40,3,1
2279,2024,27,1,12,60,3,0
2280,2024,57,2,18,44,2,0
2281,2024,64,2,16,,2,1
2282,2024,65,2,14,36,2,2
2283,2024,47,2,12,,2,3
2284,2024,63,2,16,44,2,3
2285,2024,72,1,16,,1,2
2286,2024,34,1,11,42,1,4
2287,2024,39,1,17,40,1,1
2288,2024,19,1,14,70,2,6
2289,2024,33,2,12,42,2,2
2290,2024,81,1,10,,2,3
2291,2024,58,1,16,40,2,1
2292,2024,28,2,12,45,2,3
2293,2024,84,2,12,,2,6
2294,2024,72,2,12,,1,0
2295,2024,60,1,10,,3,0
2296,2024,,2,12,25,2,0
2297,2024,75,1,12,,3,4
2298,2024,34,2,18,40,2,0
2299,2024,68,1,20,,2,0
2300,2024,47,1,12,,3,2
2301,2024,25,1,14,,3,0
2302,2024,51,2,14,50,1,1
2303,2024,67,1,18,,2,2
2304,2024,35,2,12,45,2,3
2305,2024,42,1,12,45,1,0
2306,2024,75,1,14,,2,2
2307,2024,37,1,12,84,1,0
2308,2024,57,2,12,41,1,2
2309,2024,41,2,20,50,2,2
2310,2024,74,1,14,,2,2
2311,2024,66,1,12,,1,2
2312,2024,73,2,13,,3,4
2313,2024,41,1,15,37,2,0
2314,2024,68,2,12,,2,5
2315,2024,60,1,12,25,2,3
2316,2024,71,2,18,,3,3
2317,2024,30,2,12,,2,2
2318,2024,62,2,18,,1,6
2319,2024,78,1,16,25,2,0
2320,2024,64,2,18,46,2,4
2321,2024,58,1,12,45,1,3
2322,2024,72,2,13,,3,1
2323,2024,64,2,12,,2,0
2324,2024,70,2,12,,1,0
2325,2024,84,2,7,,2,6
2326,2024,73,2,16,,3,2
2327,2024,55,2,12,,2,2
2328,2024,73,2,12,,2,0
2329,2024,68,2,14,,1,2
2330,2024,71,2,16,,2,2
2331,2024,80,1,20,,2,2
2332,2024,40,2,20,40,2,1
2333,2024,42,1,20,45,2,5
2334,2024,80,2,16,,1,3
2335,2024,66,2,17,,2,0
2336,2024,61,2,16,,1,0
2337,2024,,2,16,49,2,1
2338,2024,63,1,8,,3,3
2339,2024,25,1,12,,1,0
2340,2024,75,2,12,,3,2
2341,2024,26,2,12,58,2,1
2342,2024,49,2,16,20,2,2
2343,2024,69,2,16,,1,2
2344,2024,69,2,12,,1,2
2345,2024,65,2,12,,1,2
2346,2024,40,2,14,89,2,2
2347,2024,66,2,13,35,2,3
2348,2024,48,2,12,40,2,3
2349,2024,27,2,17,45,2,0
2350,2024,67,1,12,30,2,1
2351,2024,66,2,14,,2,2
2352,2024,82,1,20,,1,5
2353,2024,54,1,19,4,1,2
2354,2024,64,2,20,60,2,7
2355,2024,67,2,20,,3,2
2356,2024,59,1,12,,2,0
2357,2024,38,1,14,40,2,0
2358,2024,38,2,14,40,2,3
2359,2024,,1,14,70,2,4
2360,2024,74,1,16,40,2,0
2361,2024,60,2,18,,3,4
2362,2024,85,1,12,,1,2
2363,2024,49,2,17,,2,1
2364,2024,32,1,14,40,1,1
2365,2024,32,2,10,,3,0
2366,2024,32,2,10,41,3,2
2367,2024,53,2,20,50,2,3
2368,2024,78,1,18,,2,2
2369,2024,27,1,12,40,2,0
2370,2024,28,1,12,38,3,1
2371,2024,61,2,13,,3,2
2372,2024,66,1,16,,2,1
2373,2024,48,1,20,40,2,0
2374,2024,65,1,10,,1,1
2375,2024,23,2,13,,2,1
2376,2024,,2,,20,3,0
2377,2024,55,1,12,40,2,0
2378,2024,70,2,10,,2,4
2379,2024,24,1,14,,3,2
2380,2024,76,2,12,,2,2
2381,2024,48,1,11,,3,0
2382,2024,62,2,14,35,2,1
2383,2024,,2,20,,2,
2384,2024,47,1,16,50,2,1
2385,2024,75,2,6,,2,2
2386,2024,20,2,15,,1,0
2387,2024,33,2,16,,1,0
2388,2024,63,1,12,,2,0
2389,2024,71,2,13,,1,0
2390,2024,40,1,16,40,2,2
2391,2024,57,2,16,43,2,2
2392,2024,69,2,16,,2,2
2393,2024,26,1,14,40,2,5
2394,2024,32,1,10,54,3,2
2395,2024,55,1,12,40,1,2
2396,2024,38,2,15,48,3,2
2397,2024,69,2,13,,2,3
2398,2024,43,1,16,50,2,0
2399,2024,54,2,18,,2,2
2400,2024,49,1,12,,2,1
2401,2024,28,1,16,0,1,0
2402,2024,76,1,17,40,3,3
2403,2024,36,1,17,40,2,0
2404,2024,75,1,12,,2,2
2405,2024,72,2,14,,1,3
2406,2024,67,2,14,5,1,3
2407,2024,21,1,11,40,3,0
2408,2024,23,1,12,40,2,0
2409,2024,36,2,9,45,2,3
2410,2024,64,2,12,,3,0
2411,2024,62,1,12,,1,2
2412,2024,47,2,16,48,2,1
2413,2024,34,1,13,,2,3
2414,2024,44,2,12,,3,3
2415,2024,29,2,13,10,2,2
2416,2024,45,1,12,53,2,2
2417,2024,31,1,10,,3,3
2418,2024,33,2,11,83,3,6
2419,2024,73,2,13,20,1,2
2420,2024,20,2,14,,2,0
2421,2024,58,1,16,40,3,2
2422,2024,39,1,12,40,3,2
2423,2024,29,1,18,70,2,0
2424,2024,73,1,18,,2,3
2425,2024,42,1,14,50,2,2
2426,2024,27,1,17,45,2,0
2427,2024,37,1,20,40,2,0
2428,2024,27,2,14,40,1,2
2429,2024,34,2,16,70,1,2
2430,2024,35,2,14,24,2,1
2431,2024,57,2,13,40,1,3
2432,2024,80,2,12,,3,4
2433,2024,,1,12,,1,2
2434,2024,65,1,20,,2,1
2435,2024,24,1,12,40,2,2
2436,2024,50,1,13,48,2,0
2437,2024,64,2,12,50,2,1
2438,2024,61,2,16,43,2,0
2439,2024,61,2,9,40,3,3
2440,2024,54,2,12,,1,1
2441,2024,52,2,20,30,1,3
2442,2024,79,2,12,,2,2
2443,2024,48,1,16,40,2,3
2444,2024,61,1,12,,2,1
2445,2024,81,1,13,,2,2
2446,2024,59,1,18,,1,3
2447,2024,22,2,12,40,2,0
2448,2024,54,1,20,40,3,2
2449,2024,37,1,16,40,2,0
